站点名称,更新周数,更新时间,起始时间,结束时间,温度(℃),湿度(%),气压(mb),风向,风速(m/s),周温差(℃),周最低温(℃),周报URL
中山站,2021年第09周,2021-03-05 23:00:00,2021-02-26,2021-03-04,0.7,51.0,977.5,东,18.6,7.0,-6.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133447
长城站,2021年第08周,2021-02-28 17:55:00,2021-02-21,2021-02-27,3.7,97.0,973.4,西北,14.8,6.2,-1.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133434
中山站,2021年第08周,2021-02-28 17:40:00,2021-02-21,2021-02-27,-1.5,61.0,973.1,东,9.0,11.8,-9.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133434
昆仑站,2021年第08周,2021-02-28 16:57:00,2021-02-21,2021-02-27,-51.3,54.0,570.0,东南,2.4,20.2,-59.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133434
泰山站,2021年第08周,2021-02-28 16:54:00,2021-02-21,2021-02-27,-25.8,76.0,695.0,东北,8.7,14.4,-36.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133434
长城站,2021年第07周,2021-02-21 17:55:00,2021-02-14,2021-02-20,-1.5,94.0,988.8,北,4.3,7.8,-1.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133407
中山站,2021年第07周,2021-02-21 17:40:00,2021-02-14,2021-02-20,0.8,64.0,979.9,东北,1.5,11.5,-10.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133407
泰山站,2021年第07周,2021-02-21 17:23:00,2021-02-14,2021-02-20,-26.7,75.0,699.0,东,11.7,16.0,-37.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133407
昆仑站,2021年第07周,2021-02-21 15:42:00,2021-02-14,2021-02-20,-44.6,57.0,574.0,东南,1.5,21.0,-55.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133407
长城站,2021年第06周,2021-02-14 16:49:00,2021-02-07,2021-02-13,0.9,92.0,988.7,西,4.2,5.5,0.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133389
中山站,2021年第06周,2021-02-14 16:40:00,2021-02-07,2021-02-13,-3.2,52.0,968.2,东北,5.5,8.4,-8.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133389
昆仑站,2021年第06周,2021-02-14 13:45:00,2021-02-07,2021-02-13,-46.5,57.0,571.0,东,4.0,20.8,-52.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133389
泰山站,2021年第06周,2021-02-14 10:59:00,2021-02-07,2021-02-13,-30.3,73.0,690.0,东,9.6,12.2,-34.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133389
长城站,2021年第05周,2021-02-07 16:50:00,2021-01-31,2021-02-06,0.9,92.0,993.5,西南,7.7,6.9,-0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
中山站,2021年第05周,2021-02-07 16:40:00,2021-01-31,2021-02-06,-0.8,67.0,987.4,东北,1.8,9.5,-6.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
昆仑站,2021年第05周,2021-02-07 14:23:00,2021-01-31,2021-02-06,-39.3,60.0,577.0,南,1.6,18.2,-46.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
泰山站,2021年第05周,2021-02-07 05:15:00,2021-01-31,2021-02-06,-28.1,76.0,701.0,东,7.0,11.6,-32.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
长城站,2021年第05周,2021-02-07 16:50:00,2021-01-31,2021-02-06,0.9,92.0,993.5,西南,7.7,6.9,-0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
中山站,2021年第05周,2021-02-07 16:40:00,2021-01-31,2021-02-06,-0.8,67.0,987.4,东北,1.8,9.5,-6.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
昆仑站,2021年第05周,2021-02-07 14:23:00,2021-01-31,2021-02-06,-39.3,60.0,577.0,南,1.6,18.2,-46.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
泰山站,2021年第05周,2021-02-07 05:15:00,2021-01-31,2021-02-06,-28.1,76.0,701.0,东,7.0,11.6,-32.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133386
中山站,2021年第04周,2021-01-31 16:40:00,2021-01-24,2021-01-30,2.5,42.0,974.1,北,2.1,13.1,-5.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133369
长城站,2021年第04周,2021-01-31 16:30:00,2021-01-24,2021-01-30,1.1,94.0,980.4,西,6.6,5.8,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133369
泰山站,2021年第04周,2021-01-31 14:24:00,2021-01-24,2021-01-30,-23.5,71.0,699.0,东,12.1,17.6,-30.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133369
昆仑站,2021年第04周,2021-01-31 13:33:00,2021-01-24,2021-01-30,-34.4,65.0,583.0,东南,3.1,16.0,-39.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133369
中山站,2021年第03周,2021-01-24 17:55:00,2021-01-17,2021-01-23,4.7,77.0,984.7,东南,3.8,11.9,-7.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133367
长城站,2021年第03周,2021-01-24 17:35:00,2021-01-17,2021-01-23,2.2,94.0,983.3,西北,2.4,9.0,-0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133367
昆仑站,2021年第03周,2021-01-24 17:06:00,2021-01-17,2021-01-23,-32.6,64.0,584.0,西,2.9,16.0,-44.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133367
泰山站,2021年第03周,2021-01-24 17:06:00,2021-01-17,2021-01-23,-13.9,85.0,711.0,北,7.7,19.3,-33.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133367
长城站,2021年第02周,2021-01-17 16:20:00,2021-01-10,2021-01-16,1.8,97.0,992.0,西,5.7,8.9,-1.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133351
中山站,2021年第02周,2021-01-17 16:15:00,2021-01-10,2021-01-16,0.3,70.0,992.5,东,5.2,9.0,-5.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133351
昆仑站,2021年第02周,2021-01-17 15:09:00,2021-01-10,2021-01-16,-36.1,62.0,582.0,东南,3.0,19.0,-44.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133351
泰山站,2021年第02周,2021-01-17 15:08:00,2021-01-10,2021-01-16,-24.2,65.0,706.0,东北,8.2,8.2,-28.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133351
中山站,2021年第01周,2021-01-10 17:55:00,2021-01-03,2021-01-09,2.3,36.0,983.4,西北,1.9,13.5,-6.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133348
长城站,2021年第01周,2021-01-10 17:45:00,2021-01-03,2021-01-09,2.5,94.0,985.1,西北,4.8,4.8,0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133348
昆仑站,2021年第01周,2021-01-10 16:33:00,2021-01-03,2021-01-09,-33.0,64.0,578.0,东,2.2,13.2,-42.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133348
泰山站,2021年第01周,2021-01-10 16:29:00,2021-01-03,2021-01-09,-22.2,59.0,703.0,东北,9.4,10.8,-29.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133348
长城站,2020年第53周,2021-01-03 17:55:00,2020-12-27,2021-01-02,1.7,97.0,969.8,西北,5.7,5.6,0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133327
中山站,2020年第53周,2021-01-03 17:55:00,2020-12-27,2021-01-02,5.4,38.0,972.1,北,1.4,12.0,-4.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133327
昆仑站,2020年第53周,2021-01-03 17:27:00,2020-12-27,2021-01-02,-30.8,67.0,575.0,北,4.2,13.1,-40.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133327
泰山站,2020年第53周,2021-01-03 17:26:00,2020-12-27,2021-01-02,-18.8,61.0,699.0,东北,9.2,7.8,-26.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133327
中山站,2020年第52周,2020-12-27 17:59:00,2020-12-20,2020-12-26,2.4,67.0,969.2,东,2.2,9.0,-4.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133312
长城站,2020年第52周,2020-12-27 17:45:00,2020-12-20,2020-12-26,2.8,86.0,990.2,西,11.6,4.9,0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133312
泰山站,2020年第52周,2020-12-27 16:30:00,2020-12-20,2020-12-26,-18.8,67.0,698.0,东,8.3,10.5,-29.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133312
昆仑站,2020年第52周,2020-12-27 16:29:00,2020-12-20,2020-12-26,-29.0,69.0,578.0,东南,1.4,19.5,-38.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133312
长城站,2020年第51周,2020-12-20 16:55:00,2020-12-13,2020-12-19,1.0,95.0,985.9,北,7.1,8.7,-2.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133307
中山站,2020年第51周,2020-12-20 16:30:00,2020-12-13,2020-12-19,5.3,30.0,981.3,东,0.0,8.9,-3.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133307
泰山站,2020年第51周,2020-12-20 13:08:00,2020-12-13,2020-12-19,-21.3,63.0,702.0,东北,7.7,11.2,-29.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133307
昆仑站,2020年第51周,2020-12-20 13:07:00,2020-12-13,2020-12-19,-30.6,67.0,580.0,南,4.6,11.3,-39.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133307
中山站,2020年第50周,2020-12-13 16:50:00,2020-12-06,2020-12-12,0.9,54.0,986.2,东北,2.2,12.6,-8.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133295
长城站,2020年第50周,2020-12-13 16:40:00,2020-12-06,2020-12-12,0.1,89.0,977.6,西,4.3,7.0,-2.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133295
昆仑站,2020年第50周,2020-12-13 14:52:00,2020-12-06,2020-12-12,-31.0,67.0,578.0,南,5.4,11.8,-39.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133295
泰山站,2020年第50周,2020-12-13 08:27:00,2020-12-06,2020-12-12,-28.5,72.0,702.0,东,4.6,10.1,-30.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133295
长城站,2020年第49周,2020-12-07 08:40:00,2020-11-30,2020-12-06,0.0,81.0,973.9,西,14.5,7.2,-2.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133292
中山站,2020年第49周,2020-12-07 08:30:00,2020-11-30,2020-12-06,-1.8,59.0,982.6,东,2.4,10.4,-7.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133292
泰山站,2020年第49周,2020-12-07 07:35:00,2020-11-30,2020-12-06,-30.6,65.0,705.0,东南,7.9,14.0,-30.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133292
昆仑站,2020年第49周,2020-12-07 05:14:00,2020-11-30,2020-12-06,-39.1,63.0,584.0,东南,4.2,27.2,-43.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133292
中山站,2020年第48周,2020-11-29 16:45:00,2020-11-22,2020-11-28,-1.7,65.0,983.0,西北,4.3,9.6,-7.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133270
长城站,2020年第48周,2020-11-29 16:40:00,2020-11-22,2020-11-28,-0.8,78.0,976.7,西,6.0,8.4,-1.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133270
昆仑站,2020年第48周,2020-11-29 13:38:00,2020-11-22,2020-11-28,-34.6,66.0,576.0,东北,7.5,12.3,-42.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133270
泰山站,2020年第48周,2020-11-29 12:58:00,2020-11-22,2020-11-28,-24.6,67.0,700.0,东,7.7,10.7,-29.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133270
中山站,2020年第47周,2020-11-22 18:00:00,2020-11-15,2020-11-21,2.3,44.0,994.7,北,2.0,10.1,-5.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
昆仑站,2020年第47周,2020-11-22 17:23:00,2020-11-15,2020-11-21,-32.1,63.0,590.0,南,3.9,18.9,-42.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
泰山站,2020年第47周,2020-11-22 17:19:00,2020-11-15,2020-11-21,-23.0,65.0,711.0,东,10.2,17.3,-32.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
长城站,2020年第47周,2020-11-22 16:45:00,2020-11-15,2020-11-21,-0.8,95.0,986.1,西,4.2,8.0,-3.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
中山站,2020年第47周,2020-11-22 18:00:00,2020-11-15,2020-11-21,2.3,44.0,994.7,北,2.0,10.1,-5.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
昆仑站,2020年第47周,2020-11-22 17:23:00,2020-11-15,2020-11-21,-32.1,63.0,590.0,南,3.9,18.9,-42.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
泰山站,2020年第47周,2020-11-22 17:19:00,2020-11-15,2020-11-21,-23.0,65.0,711.0,东,10.2,17.3,-32.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
长城站,2020年第47周,2020-11-22 16:45:00,2020-11-15,2020-11-21,-0.8,95.0,986.1,西,4.2,8.0,-3.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133268
中山站,2020年第46周,2020-11-15 17:35:00,2020-11-08,2020-11-14,0.5,48.0,1003.8,西南,4.6,13.2,-9.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133248
长城站,2020年第46周,2020-11-15 17:35:00,2020-11-08,2020-11-14,-0.6,93.0,972.9,东北,2.9,5.7,-2.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133248
泰山站,2020年第46周,2020-11-15 15:42:00,2020-11-08,2020-11-14,-20.0,58.0,725.0,东南,8.2,12.7,-29.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133248
昆仑站,2020年第46周,2020-11-15 15:22:00,2020-11-08,2020-11-14,-33.8,65.0,597.0,西,5.4,23.1,-50.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133248
长城站,2020年第45周,2020-11-08 17:55:00,2020-11-01,2020-11-07,0.3,96.0,965.5,西,7.8,6.0,-3.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133227
中山站,2020年第45周,2020-11-08 17:54:00,2020-11-01,2020-11-07,-7.5,59.0,987.6,东北,1.5,12.1,-12.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133227
昆仑站,2020年第45周,2020-11-08 15:23:00,2020-11-01,2020-11-07,-43.7,60.0,572.0,西北,5.8,18.7,-56.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133227
泰山站,2020年第45周,2020-11-08 09:58:00,2020-11-01,2020-11-07,-35.4,66.0,704.0,东,11.5,12.6,-38.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133227
中山站,2020年第44周,2020-11-01 17:54:00,2020-10-25,2020-10-31,-3.5,52.0,968.8,西北,1.2,15.7,-18.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133208
长城站,2020年第44周,2020-11-01 17:45:00,2020-10-25,2020-10-31,-3.0,94.0,1012.3,西北,5.2,11.4,-4.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133208
昆仑站,2020年第44周,2020-11-01 15:38:00,2020-10-25,2020-10-31,-40.9,60.0,563.0,东北,2.6,24.4,-61.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133208
泰山站,2020年第44周,2020-11-01 11:21:00,2020-10-25,2020-10-31,-29.9,70.0,689.0,东,8.5,12.5,-39.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133208
长城站,2020年第43周,2020-10-25 16:44:00,2020-10-18,2020-10-24,-0.5,90.0,1000.9,西,10.2,14.4,-11.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133187
中山站,2020年第43周,2020-10-25 16:40:00,2020-10-18,2020-10-24,-3.7,74.0,993.1,西,2.3,14.4,-17.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133187
昆仑站,2020年第43周,2020-10-25 14:44:00,2020-10-18,2020-10-24,-47.8,60.0,575.0,西南,0.0,22.1,-63.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133187
泰山站,2020年第43周,2020-10-25 07:58:00,2020-10-18,2020-10-24,-32.8,74.0,708.0,东北,4.8,20.2,-43.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133187
中山站,2020年第42周,2020-10-18 17:55:00,2020-10-11,2020-10-17,-8.6,83.0,982.0,东北,8.6,13.2,-18.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133167
长城站,2020年第42周,2020-10-18 17:35:00,2020-10-11,2020-10-17,-1.9,93.0,988.3,北,0.0,12.4,-10.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133167
泰山站,2020年第42周,2020-10-18 16:54:00,2020-10-11,2020-10-17,-27.1,76.0,696.0,东北,8.6,15.0,-42.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133167
昆仑站,2020年第42周,2020-10-18 16:37:00,2020-10-11,2020-10-17,-51.4,59.0,564.0,北,0.0,34.6,-67.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133167
中山站,2020年第41周,2020-10-11 17:40:00,2020-10-04,2020-10-10,-12.0,67.0,978.0,东北,4.1,9.5,-16.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133148
长城站,2020年第41周,2020-10-11 17:39:00,2020-10-04,2020-10-10,-5.4,95.0,952.9,东,14.8,9.3,-8.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133148
泰山站,2020年第41周,2020-10-11 16:33:00,2020-10-04,2020-10-10,-33.9,69.0,692.0,东,11.8,13.7,-44.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133148
昆仑站,2020年第41周,2020-10-11 16:31:00,2020-10-04,2020-10-10,-46.5,58.0,569.0,东北,4.9,23.8,-68.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133148
长城站,2020年第40周,2020-10-04 17:55:00,2020-09-27,2020-10-03,-1.8,96.0,983.2,西,6.6,14.1,-14.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133127
中山站,2020年第40周,2020-10-04 17:30:00,2020-09-27,2020-10-03,-9.9,47.0,978.3,西南,2.3,24.4,-28.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133127
泰山站,2020年第40周,2020-10-04 16:54:00,2020-09-27,2020-10-03,-37.9,64.0,694.0,东,8.6,33.5,-59.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133127
昆仑站,2020年第40周,2020-10-04 16:49:00,2020-09-27,2020-10-03,-57.7,52.0,570.0,南,0.0,25.2,-68.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133127
长城站,2020年第39周,2020-09-27 17:35:00,2020-09-20,2020-09-26,-4.8,92.0,986.3,西南,7.7,12.1,-11.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133111
中山站,2020年第39周,2020-09-27 17:30:00,2020-09-20,2020-09-26,-10.7,75.0,970.5,西北,2.2,10.9,-13.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133111
昆仑站,2020年第39周,2020-09-27 15:30:00,2020-09-20,2020-09-26,-56.9,53.0,572.0,东,3.1,22.2,-63.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133111
泰山站,2020年第39周,2020-09-27 15:13:00,2020-09-20,2020-09-26,-31.9,73.0,687.0,东北,14.0,19.4,-44.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133111
长城站,2020年第38周,2020-09-20 17:55:00,2020-09-13,2020-09-19,-10.7,89.0,1003.9,西南,1.8,11.6,-10.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133108
中山站,2020年第38周,2020-09-20 17:45:00,2020-09-13,2020-09-19,-4.9,92.0,973.3,东,21.9,15.5,-20.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133108
昆仑站,2020年第38周,2020-09-20 16:21:00,2020-09-13,2020-09-19,-55.7,52.0,575.0,东北,0.0,20.0,-72.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133108
泰山站,2020年第38周,2020-09-20 15:51:00,2020-09-13,2020-09-19,-29.1,75.0,704.0,东,12.5,20.4,-49.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133108
长城站,2020年第37周,2020-09-13 17:50:00,2020-09-06,2020-09-12,-3.8,94.0,991.6,北,7.2,7.7,-7.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133099
中山站,2020年第37周,2020-09-13 17:40:00,2020-09-06,2020-09-12,-9.2,87.0,977.3,东北,3.3,19.5,-24.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133099
昆仑站,2020年第37周,2020-09-13 16:04:00,2020-09-06,2020-09-12,-53.9,57.0,564.0,东北,0.0,19.8,-71.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133099
泰山站,2020年第37周,2020-09-13 15:58:00,2020-09-06,2020-09-12,-33.4,72.0,694.0,东北,8.6,17.7,-49.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133099
中山站,2020年第36周,2020-09-06 17:55:00,2020-08-30,2020-09-05,-18.8,45.0,977.3,东,8.7,15.1,-21.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133096
长城站,2020年第36周,2020-09-06 17:43:00,2020-08-30,2020-09-05,-1.4,97.0,1003.6,北,9.0,18.1,-19.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133096
泰山站,2020年第36周,2020-09-06 16:28:00,2020-08-30,2020-09-05,-46.8,62.0,688.0,东,10.2,21.3,-51.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133096
昆仑站,2020年第36周,2020-09-06 16:24:00,2020-08-30,2020-09-05,-63.4,47.0,562.0,南,0.0,21.2,-65.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133096
长城站,2020年第35周,2020-08-30 16:30:00,2020-08-23,2020-08-29,-18.7,80.0,1002.1,东南,2.7,17.3,-18.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
中山站,2020年第35周,2020-08-30 16:25:00,2020-08-23,2020-08-29,-7.5,92.0,990.6,东北,12.0,15.6,-23.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
昆仑站,2020年第35周,2020-08-30 14:57:00,2020-08-23,2020-08-29,-63.4,49.0,574.0,北,0.0,18.2,-69.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
泰山站,2020年第35周,2020-08-29 22:46:00,2020-08-22,2020-08-28,-37.2,65.0,708.0,东北,9.5,18.9,-55.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
长城站,2020年第35周,2020-08-30 16:30:00,2020-08-23,2020-08-29,-18.7,80.0,1002.1,东南,2.7,17.3,-18.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
中山站,2020年第35周,2020-08-30 16:25:00,2020-08-23,2020-08-29,-7.5,92.0,990.6,东北,12.0,15.6,-23.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
昆仑站,2020年第35周,2020-08-30 14:57:00,2020-08-23,2020-08-29,-63.4,49.0,574.0,北,0.0,18.2,-69.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
泰山站,2020年第35周,2020-08-29 22:46:00,2020-08-22,2020-08-28,-37.2,65.0,708.0,东北,9.5,18.9,-55.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133092
长城站,2020年第34周,2020-08-23 17:30:00,2020-08-16,2020-08-22,-13.6,91.0,990.5,东,25.3,13.8,-15.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133090
泰山站,2020年第34周,2020-08-23 17:01:00,2020-08-16,2020-08-22,-51.5,60.8,706.0,东,7.3,25.9,-51.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133090
昆仑站,2020年第34周,2020-08-23 16:59:00,2020-08-16,2020-08-22,-69.0,43.0,569.0,南,0.0,24.5,-70.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133090
中山站,2020年第34周,2020-08-23 09:20:00,2020-08-16,2020-08-22,-16.5,56.0,998.3,东,11.3,30.3,-34.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133090
长城站,2020年第33周,2020-08-16 16:55:00,2020-08-09,2020-08-15,-14.2,90.0,996.1,东南,11.3,15.0,-15.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133086
中山站,2020年第33周,2020-08-16 16:35:00,2020-08-09,2020-08-15,-7.4,78.0,992.7,东北,6.7,15.1,-21.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133086
昆仑站,2020年第33周,2020-08-16 13:00:00,2020-08-09,2020-08-15,-69.6,42.0,571.0,东,0.0,21.1,-77.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133086
泰山站,2020年第33周,2020-08-16 11:18:00,2020-08-09,2020-08-15,-40.9,67.0,707.0,东北,12.7,27.0,-58.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133086
昆仑站,2020年第32周,2020-08-09 16:24:00,2020-08-02,2020-08-08,-69.6,45.0,577.0,西北,0.0,21.7,-75.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133067
泰山站,2020年第32周,2020-08-09 16:24:00,2020-08-02,2020-08-08,-54.2,59.0,711.0,东南,11.6,25.5,-54.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133067
长城站,2020年第32周,2020-08-07 08:15:00,2020-07-31,2020-08-06,-3.7,96.0,985.0,西北,5.2,5.1,-3.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133067
中山站,2020年第31周,2020-08-02 18:00:00,2020-07-26,2020-08-01,-9.2,93.0,975.5,东北,10.3,26.0,-32.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133050
长城站,2020年第31周,2020-08-02 17:40:00,2020-07-26,2020-08-01,-0.2,97.0,978.0,西北,5.2,14.1,-14.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133050
泰山站,2020年第31周,2020-08-02 16:09:00,2020-07-26,2020-08-01,-31.1,75.0,686.0,东北,10.4,26.3,-55.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133050
昆仑站,2020年第31周,2020-08-02 16:05:00,2020-07-26,2020-08-01,-53.5,54.0,558.0,北,0.0,22.5,-76.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=133050
